# TNBC response to paclitaxel phenocopies interferon response which reveals cell cycle-associated resistance mechanisms ,,,,,,,,,,,
"# Nicholas L Calistri1, Tiera A. Liby1, Zhi Hu1, Hongmei Zhang1, Mark Dane1, Sean M. Gross1, Laura M. Heiser1,2,# (1 Biomedical Engineering Department, Oregon Health & Science University, Portland Oregon
2 Knight Cancer Institute, Oregon Health & Science University, Portland Oregon
NA,R-HSA-201681,TCF dependent signaling in response to WNT,Mar-37,232/11009,0.042447405297902675,0.21521579177357672,0.18029368824593933,5720/6422/6659,3,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-1614558,Degradation of cysteine and homocysteine,Jan-37,15/11009,0.049274971,0.24085132357719807,0.20176945701240415,100131187,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Jan-37,15/11009,0.049274971,0.24085132357719807,0.20176945701240415,6422,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Feb-37,108/11009,0.050837131,0.24085132357719807,0.20176945701240415,301/3576,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8957275,Post-translational protein phosphorylation,Feb-37,108/11009,0.050837131,0.24085132357719807,0.20176945701240415,351/3490,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),Feb-37,110/11009,0.052527919,0.24096140657692902,0.20186167733634555,3490/3576,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-977225,Amyloid fiber formation,Feb-37,110/11009,0.052527919,0.24096140657692902,0.20186167733634555,567/351,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9020702,Interleukin-1 signaling,Feb-37,115/11009,0.056842217630371276,0.2566781389871453,0.21502812590436504,5720/351,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8878166,Transcriptional regulation by RUNX2,Feb-37,121/11009,0.062178230981499105,0.2764539808254345,0.23159503037643392,5720/3958,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5625900,RHO GTPases activate CIT,Jan-37,20/11009,0.065168714,0.2790551272410195,0.23377410040223814,103910,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5627117,RHO GTPases Activate ROCKs,Jan-37,20/11009,0.065168714,0.2790551272410195,0.23377410040223814,103910,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Feb-37,125/11009,0.065827866,0.2790551272410195,0.23377410040223814,351/3490,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,Jan-37,21/11009,0.068316294,0.2790551272410195,0.23377410040223814,567,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,Jan-37,21/11009,0.068316294,0.2790551272410195,0.23377410040223814,103910,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Jan-37,22/11009,0.071453562,0.2790551272410195,0.23377410040223814,351,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8863678,Neurodegenerative Diseases,Jan-37,22/11009,0.071453562,0.2790551272410195,0.23377410040223814,351,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,Jan-37,22/11009,0.071453562,0.2790551272410195,0.23377410040223814,351,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9613829,Chaperone Mediated Autophagy,Jan-37,22/11009,0.071453562,0.2790551272410195,0.23377410040223814,1915,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Feb-37,133/11009,0.073337497,0.282593823,0.2367385877689517,567/3106,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8956321,Nucleotide salvage,Jan-37,23/11009,0.07458055,0.2836023549402849,0.23758346980974512,1890,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5627123,RHO GTPases activate PAKs,Jan-37,24/11009,0.077697291,0.28830004366063816,0.24151888560170015,103910,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9694516,SARS-CoV-2 Infection,Mar-37,299/11009,0.078330412,0.28830004366063816,0.24151888560170015,9636/567/3106,3,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-400685,Sema4D in semaphorin signaling,Jan-37,25/11009,0.080803818,0.28830004366063816,0.24151888560170015,103910,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-933542,TRAF6 mediated NF-kB activation,Jan-37,25/11009,0.080803818,0.28830004366063816,0.24151888560170015,351,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,Jan-37,25/11009,0.080803818,0.28830004366063816,0.24151888560170015,351,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9678108,SARS-CoV-1 Infection,Feb-37,142/11009,0.08210108,0.2893562451450283,0.24240370199729194,684/1915,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,Jan-37,27/11009,0.08698636,0.299274501,0.250712567,3576,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9635486,Infection with Mycobacterium tuberculosis,Jan-37,27/11009,0.08698636,0.299274501,0.250712567,567,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,Jan-37,28/11009,0.09006244,0.30621229499140784,0.2565245960590924,567,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-1614635,Sulfur amino acid metabolism,Jan-37,29/11009,0.093128435,0.3073681674952085,0.25749291030376237,100131187,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-446652,Interleukin-1 family signaling,Feb-37,153/11009,0.093228589,0.3073681674952085,0.25749291030376237,5720/351,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-2424491,DAP12 signaling,Jan-37,30/11009,0.096184377,0.3073681674952085,0.25749291030376237,567,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-3928663,EPHA-mediated growth cone collapse,Jan-37,30/11009,0.096184377,0.3073681674952085,0.25749291030376237,103910,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-168255,Influenza Infection,Feb-37,157/11009,0.097380276,0.3073681674952085,0.25749291030376237,9636/293,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-195721,Signaling by WNT,Mar-37,331/11009,0.098996402,0.3073681674952085,0.25749291030376237,5720/6422/6659,3,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5339562,Uptake and actions of bacterial toxins,Jan-37,31/11009,0.099230299,0.3073681674952085,0.25749291030376237,1938,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-381042,PERK regulates gene expression,Jan-37,32/11009,0.10226623263883383,0.3073681674952085,0.25749291030376237,3576,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5656169,Termination of translesion DNA synthesis,Jan-37,32/11009,0.10226623263883383,0.3073681674952085,0.25749291030376237,9636,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9609507,Protein localization,Feb-37,164/11009,0.10477155737999874,0.3073681674952085,0.25749291030376237,293/351,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9658195,Leishmania infection,Feb-37,164/11009,0.10477155737999874,0.3073681674952085,0.25749291030376237,10628/351,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9824443,Parasitic Infection Pathways,Feb-37,164/11009,0.10477155737999874,0.3073681674952085,0.25749291030376237,10628/351,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-1592389,Activation of Matrix Metalloproteinases,Jan-37,33/11009,0.1052922096263863,0.3073681674952085,0.25749291030376237,4316,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,Jan-37,33/11009,0.1052922096263863,0.3073681674952085,0.25749291030376237,10399,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-432720,Lysosome Vesicle Biogenesis,Jan-37,35/11009,0.11131442069759201,0.3185135404119217,0.26682977342830805,351,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,Jan-37,35/11009,0.11131442069759201,0.3185135404119217,0.26682977342830805,9636,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-176033,Interactions of Vpr with host cellular proteins,Jan-37,36/11009,0.1143107179851981,0.32073589803613833,0.26869151902499294,293,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8956319,Nucleotide catabolism,Jan-37,36/11009,0.1143107179851981,0.32073589803613833,0.26869151902499294,1890,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,Jan-37,37/11009,0.11729718508029907,0.32595083161736954,0.27306024866871237,1915,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,Jan-37,39/11009,0.12324075402662726,0.339205504,0.2841641446227997,9636,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-168276,NS1 Mediated Effects on Host Pathways,Jan-37,40/11009,0.12619791830201654,0.3408523213951662,0.28554374037839453,9636,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,Jan-37,40/11009,0.12619791830201654,0.3408523213951662,0.28554374037839453,684,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,Jan-37,42/11009,0.13208316179273838,0.3498941237870144,0.29311836995451945,6659,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",Jan-37,42/11009,0.13208316179273838,0.3498941237870144,0.29311836995451945,293,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-983169,Class I MHC mediated antigen processing & presentation,Mar-37,381/11009,0.1351868123865493,0.3498941237870144,0.29311836995451945,5720/567/3106,3,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-2559583,Cellular Senescence,Feb-37,195/11009,0.13917506000980728,0.3498941237870144,0.29311836995451945,3490/3576,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,Jan-37,45/11009,0.14083877750121143,0.3498941237870144,0.29311836995451945,351,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5357905,Regulation of TNFR1 signaling,Jan-37,48/11009,0.14950842961576138,0.3498941237870144,0.29311836995451945,10399,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-73893,DNA Damage Bypass,Jan-37,48/11009,0.14950842961576138,0.3498941237870144,0.29311836995451945,9636,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),Jan-37,49/11009,0.15237935271622793,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,Jan-37,50/11009,0.15524084577731379,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),Jan-37,51/11009,0.15809293891594312,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-180534,Vpu mediated degradation of CD4,Jan-37,52/11009,0.1609356621555954,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,Jan-37,52/11009,0.1609356621555954,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,Jan-37,52/11009,0.1609356621555954,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-69610,p53-Independent DNA Damage Response,Jan-37,52/11009,0.1609356621555954,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,Jan-37,52/11009,0.1609356621555954,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,Jan-37,52/11009,0.1609356621555954,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,Jan-37,52/11009,0.1609356621555954,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9711123,Cellular response to chemical stress,Feb-37,215/11009,0.16253736078091552,0.3498941237870144,0.29311836995451945,5720/10628,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-169911,Regulation of Apoptosis,Jan-37,53/11009,0.16376904542658588,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-416476,G alpha (q) signalling events,Feb-37,217/11009,0.16491373440190948,0.3498941237870144,0.29311836995451945,351/301,2,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-180585,Vif-mediated degradation of APOBEC3G,Jan-37,54/11009,0.1665931185663464,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9604323,Negative regulation of NOTCH4 signaling,Jan-37,54/11009,0.1665931185663464,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,Jan-37,55/11009,0.16940791131970512,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-4641257,Degradation of AXIN,Jan-37,55/11009,0.16940791131970512,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,Jan-37,55/11009,0.16940791131970512,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-8941858,Regulation of RUNX3 expression and activity,Jan-37,55/11009,0.16940791131970512,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9700206,Signaling by ALK in cancer,Jan-37,55/11009,0.16940791131970512,0.3498941237870144,0.29311836995451945,1937,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Jan-37,55/11009,0.16940791131970512,0.3498941237870144,0.29311836995451945,1937,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-9824272,Somitogenesis,Jan-37,55/11009,0.16940791131970512,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,Jan-37,56/11009,0.1722134533391657,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5362768,Hh mutants are degraded by ERAD,Jan-37,56/11009,0.1722134533391657,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5578775,Ion homeostasis,Jan-37,56/11009,0.1722134533391657,0.3498941237870144,0.29311836995451945,5349,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-4641258,Degradation of DVL,Jan-37,57/11009,0.17500977418518515,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-69541,Stabilization of p53,Jan-37,57/11009,0.17500977418518515,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-75893,TNF signaling,Jan-37,57/11009,0.17500977418518515,0.3498941237870144,0.29311836995451945,10399,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-936837,Ion transport by P-type ATPases,Jan-37,57/11009,0.17500977418518515,0.3498941237870144,0.29311836995451945,5349,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5387390,Hh mutants abrogate ligand secretion,Jan-37,59/11009,0.18057487014015994,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
NA,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,Jan-37,59/11009,0.18057487014015994,0.3498941237870144,0.29311836995451945,5720,1,PTX_24.vs.DMSO_24,reactome
